30,85,0,8,2.04,864.97,46.41,1792.66,1144.08,1103.08,22,75%,39%,17%,19%,97%,ProfiPlus,1000%,1,5,0
30,85,10,8,2.04,976.65,46.41,1792.66,1222.79,1103.08,22,79%,41%,17%,19%,97%,ProfiPlus,1000%,1,5,5.498181818
30,85,20,8,2.04,1235.02,46.41,1792.66,1301.54,1103.08,22,86%,43%,17%,19%,97%,ProfiPlus,1000%,1,5,10.99636364
30,85,30,8,2.11,1597.09,44.57,1787.02,1387.51,1100.66,22,83%,43%,20%,18%,97%,ProfiPlusXT,1000%,1,5,16.49454545
30,85,40,7.75,3.58,1895.82,112.86,1730.18,1586.07,1065.54,27,94%,47%,36%,46%,94%,ProfiPlusXT,900%,1,5,21.99272727
30,85,50,7.25,12.42,2101.95,120.26,1616.34,1707.60,995.13,29,97%,50%,38%,49%,88%,ProfiPlusXT,1000%,1,5,27.49090909
30,85,60,6.75,21.49,2264.13,125.11,1502.24,1796.30,955.70,30,96%,52%,40%,51%,82%,ProfiPlusXT,900%,1,5,32.98909091
30,90,0,7.25,10.88,861.23,41.46,1825.50,1147.36,1119.82,22,69%,40%,18%,17%,100%,ProfiPlus,1300%,1,5,0
30,90,10,7.25,10.88,962.66,41.46,1825.50,1218.51,1119.82,22,70%,42%,17%,17%,100%,ProfiPlus,1300%,1,5,5.498181818
30,90,20,7.25,10.88,1159.99,41.46,1825.50,1289.68,1119.82,22,76%,43%,17%,17%,100%,ProfiPlus,1300%,1,5,10.99636364
30,90,30,7.25,10.88,1484.39,41.46,1825.50,1360.88,1119.82,22,91%,45%,19%,17%,100%,ProfiPlus,1300%,1,5,16.49454545
30,90,40,7.25,10.88,1808.54,109.00,1825.50,1542.96,1119.82,27,84%,47%,35%,45%,100%,ProfiPlusXT,1000%,1,5,21.99272727
30,90,50,7.25,10.88,2132.48,125.90,1825.50,1771.47,1119.82,29,99%,51%,40%,52%,100%,ProfiPlusXT,1000%,1,5,27.49090909
30,90,60,6.75,18.80,2291.35,131.00,1697.69,1858.54,1040.93,30,98%,52%,42%,54%,93%,ProfiPlusXT,1000%,1,5,32.98909091
30,100,0,5.75,25.41,817.70,31.93,1789.40,1097.06,1090.59,22,52%,39%,17%,13%,99%,ProfiPlus,1500%,1,5,0
30,100,10,5.75,25.41,898.62,31.93,1789.40,1153.17,1090.59,22,52%,40%,17%,13%,99%,ProfiPlus,1500%,1,5,5.498181818
30,100,20,5.75,25.41,991.63,31.93,1789.40,1209.20,1090.59,22,55%,41%,17%,13%,99%,ProfiPlus,1500%,1,5,10.99636364
