20,85,0,9,333.55,1177.15,53.12,1675.69,1043.64,778.50,23,88%,36%,17%,24%,100%,ProfiPlus,900%,1,5,0
20,85,10,9,333.55,1335.05,53.12,1675.69,1159.85,778.50,23,94%,39%,18%,24%,100%,ProfiPlus,900%,1,5,6.872727273
20,85,20,9,333.38,1699.66,51.01,1671.17,1338.38,777.47,23,84%,40%,17%,23%,100%,ProfiPlusXT,900%,1,5,13.74545455
20,85,30,8.5,314.50,2084.18,47.72,1577.14,1613.10,733.67,21,97%,43%,19%,21%,94%,ProfiPlusXT,1000%,1,5,20.61818182
20,85,40,7.75,286.19,2338.23,112.56,1435.87,1786.70,824.79,27,99%,47%,36%,50%,86%,ProfiPlusXT,900%,1,5,27.49090909
20,85,50,7,257.87,2508.38,114.90,1294.27,1896.43,870.56,28,96%,50%,37%,51%,78%,ProfiPlusXT,1000%,1,5,34.36363636
20,85,60,6.5,238.98,2697.04,119.09,1199.62,2022.47,924.12,29,95%,53%,38%,53%,72%,ProfiPlusXT,1100%,1,5,41.23636364
20,90,0,7.75,330.51,1117.36,44.65,1622.58,991.33,750.93,22,72%,35%,14%,20%,97%,ProfiPlus,1100%,1,5,0
20,90,10,7.75,330.51,1253.55,44.65,1622.58,1091.13,750.93,22,75%,37%,15%,20%,97%,ProfiPlus,1100%,1,5,6.872727273
20,90,20,7.75,330.51,1515.51,44.65,1622.58,1198.94,750.93,22,87%,40%,15%,20%,97%,ProfiPlus,1100%,1,5,13.74545455
20,90,30,7.75,330.39,1953.20,42.87,1617.06,1514.63,749.41,22,83%,41%,18%,19%,97%,ProfiPlusXT,1100%,1,5,20.61818182
20,90,40,7.5,319.52,2312.88,108.18,1563.98,1772.77,801.31,27,95%,47%,35%,48%,94%,ProfiPlusXT,1000%,1,5,27.49090909
20,90,50,7,297.78,2554.28,114.90,1457.66,1938.51,870.56,28,97%,51%,37%,51%,88%,ProfiPlusXT,1000%,1,5,34.36363636
20,90,60,6.5,276.03,2739.62,119.09,1351.11,2061.49,924.12,29,96%,54%,38%,53%,82%,ProfiPlusXT,1100%,1,5,41.23636364
20,100,0,6.25,342.84,1082.04,34.91,1621.75,960.26,745.16,22,57%,36%,11%,15%,98%,ProfiPlus,1500%,1,5,0
20,100,10,6.25,342.84,1192.12,34.91,1621.75,1040.40,745.16,22,57%,36%,12%,15%,98%,ProfiPlus,1500%,1,5,6.872727273
20,100,20,6.25,342.84,1315.36,34.91,1621.75,1120.48,745.16,22,61%,38%,12%,15%,98%,ProfiPlus,1500%,1,5,13.74545455
20,100,30,6.25,342.84,1667.55,34.91,1621.75,1301.07,745.16,22,75%,40%,15%,15%,98%,ProfiPlus,1500%,1,5,20.61818182
20,100,40,6.25,342.84,2019.45,90.94,1621.75,1557.74,745.16,25,91%,44%,29%,40%,98%,ProfiPlus,1200%,1,5,27.49090909
20,100,50,6.25,342.55,2372.16,100.24,1613.69,1805.21,787.19,27,80%,48%,32%,44%,98%,ProfiPlusXT,1200%,1,5,34.36363636
20,100,60,6.25,342.55,2724.16,113.59,1613.69,2060.51,892.32,29,92%,54%,37%,50%,98%,ProfiPlusXT,1100%,1,5,41.23636364
20,110,0,5,341.94,1025.45,27.24,1569.33,906.77,715.06,22,43%,35%,9%,12%,96%,ProfiPlus,2400%,1,5,0
20,110,10,5,341.94,1113.74,27.24,1569.33,970.35,715.06,22,43%,35%,9%,12%,96%,ProfiPlus,2400%,1,5,6.872727273
20,110,20,5,341.94,1202.01,27.24,1569.33,1033.93,715.06,22,44%,36%,10%,12%,96%,ProfiPlus,2400%,1,5,13.74545455
20,110,30,5,340.87,1413.84,26.19,1557.27,1097.06,710.55,21,37%,35%,13%,11%,96%,ProfiPlusXT,2400%,1,5,20.61818182
