15,85,0,9.25,502.56,1309.56,54.81,1565.39,955.72,589.62,23,90%,35%,18%,26%,98%,ProfiPlus,900%,1,5,0
15,85,10,9.25,502.56,1489.53,54.81,1565.39,1088.42,589.62,23,97%,38%,18%,26%,98%,ProfiPlus,900%,1,5,7.56
15,85,20,9.25,502.25,1909.45,52.64,1561.22,1403.11,588.97,22,89%,39%,18%,24%,98%,ProfiPlusXT,900%,1,5,15.12
15,85,30,8.5,460.89,2285.07,47.68,1433.11,1677.08,540.61,21,98%,46%,18%,22%,90%,ProfiPlusXT,1000%,1,5,22.68
15,85,40,7.75,419.49,2567.34,112.41,1304.78,1880.84,824.27,27,100%,50%,36%,52%,82%,ProfiPlusXT,900%,1,5,30.24
15,85,50,7,378.03,2756.05,114.71,1176.18,2013.93,870.20,28,96%,54%,37%,53%,74%,ProfiPlusXT,1000%,1,5,37.8
15,85,60,6.5,350.36,2964.64,118.87,1090.22,2161.74,923.92,29,96%,58%,39%,55%,69%,ProfiPlusXT,1100%,1,5,45.36
15,90,0,8.25,511.64,1288.36,47.97,1571.45,938.71,589.49,23,79%,35%,15%,22%,99%,ProfiPlus,1100%,1,5,0
15,90,10,8.25,511.64,1448.99,47.97,1571.45,1056.88,589.49,23,83%,37%,16%,22%,99%,ProfiPlus,1100%,1,5,7.56
15,90,20,8.25,511.64,1763.01,47.97,1571.45,1294.92,589.49,23,100%,40%,16%,22%,99%,ProfiPlus,1100%,1,5,15.12
15,90,30,8.25,511.37,2277.82,46.05,1566.57,1670.25,588.58,23,94%,46%,17%,21%,99%,ProfiPlusXT,1100%,1,5,22.68
15,90,40,7.5,464.07,2539.03,108.03,1421.95,1858.19,800.83,26,95%,50%,35%,50%,90%,ProfiPlusXT,1000%,1,5,30.24
15,90,50,7,432.51,2806.47,114.71,1325.35,2050.61,870.20,28,98%,56%,37%,53%,84%,ProfiPlusXT,1000%,1,5,37.8
15,90,60,6.5,400.90,3011.41,118.87,1228.55,2195.75,923.92,29,97%,58%,39%,55%,78%,ProfiPlusXT,1100%,1,5,45.36
15,100,0,6.5,511.25,1220.79,36.45,1535.90,885.89,571.68,22,59%,34%,12%,17%,98%,ProfiPlus,1500%,1,5,0
15,100,10,6.5,511.25,1347.50,36.45,1535.90,978.63,571.68,22,59%,34%,12%,17%,98%,ProfiPlus,1500%,1,5,7.56
15,100,20,6.25,491.27,1436.89,34.86,1475.84,1048.25,549.06,21,60%,36%,12%,16%,94%,ProfiPlus,1500%,1,5,15.12
