20,85,0,8.5,313.36,1143.81,56.08,1583.06,1008.37,732.63,24,0.78,0.35,0.19,0.27,0.94,ProfiPlus,9,1,5
20,85,20,8.5,313.18,1642.48,53.65,1578.38,1281.1,731.49,24,0.76,0.38,0.19,0.26,0.94,ProfiPlusXT,9,1,5
20,85,40,7.5,275.59,2299.46,110.89,1389.79,1739.83,862.41,29,0.94,0.47,0.37,0.54,0.83,ProfiPlusXT,10,1,5
20,85,60,6.5,238,2731.5,120.24,1200.52,2029.6,980.76,31,0.96,0.54,0.4,0.58,0.72,ProfiPlusXT,11,1,5
20,90,0,7.5,318.41,1109.39,48.39,1570.81,979.37,724.09,24,0.67,0.34,0.16,0.23,0.94,ProfiPlus,12,1,5
20,90,20,7.5,318.41,1499.17,48.39,1570.81,1175.87,724.09,24,0.82,0.39,0.17,0.23,0.94,ProfiPlus,12,1,5
20,90,40,7.5,318.28,2348.64,110.89,1565.15,1785,862.41,29,0.96,0.48,0.37,0.54,0.94,ProfiPlusXT,10,1,5
20,90,60,6.5,274.97,2774.04,120.24,1352.09,2068.65,980.76,31,0.97,0.54,0.4,0.58,0.82,ProfiPlusXT,11,1,5
20,110,0,5,340.94,1043.95,30.38,1570.27,920.25,712.59,24,0.43,0.35,0.1,0.14,0.96,ProfiPlus,23,1,5
20,110,20,5,340.94,1221.3,30.38,1570.27,1046.61,712.59,24,0.44,0.36,0.1,0.14,0.96,ProfiPlus,23,1,5
20,110,40,5,340.94,1723.16,71.41,1570.27,1316.59,712.59,24,0.6,0.39,0.23,0.34,0.96,ProfiPlus,18,1,5
20,110,60,5,340.94,2289.94,91.95,1570.27,1721.23,760.6,28,0.8,0.48,0.3,0.44,0.96,ProfiPlus,16,1,5
20,130,0,3.5,347.88,983.98,20.72,1516.69,852.49,672.47,24,0.28,0.35,0.09,0.09,0.95,ProfiPlus,33,1,5
20,130,20,3.5,347.88,1108.34,20.72,1516.69,938.46,672.47,24,0.28,0.35,0.09,0.09,0.95,ProfiPlus,33,1,5
20,130,40,3.5,347.88,1335.61,47.34,1516.69,1024.44,672.47,24,0.31,0.35,0.16,0.22,0.95,ProfiPlus,25,1,5
