25,85,0,8.25,135.9,999.13,52.45,1683.88,1087.09,902.14,26,0.77,0.36,0.18,0.26,0.96,ProfiPlus,9,1,5
25,85,20,8.25,135.9,1444.16,52.45,1683.88,1272.58,902.14,26,0.95,0.41,0.19,0.26,0.96,ProfiPlus,9,1,5
25,85,40,7.5,123.26,2082.83,107.07,1523.5,1635.26,874.98,29,0.92,0.48,0.36,0.54,0.87,ProfiPlusXT,9,1,5
25,85,60,6.5,106.46,2474.01,116,1315.83,1872.78,994.56,32,0.93,0.55,0.39,0.58,0.75,ProfiPlusXT,11,1,5
25,90,0,7.25,142.4,963.51,45.02,1662.96,1053.44,887.64,25,0.65,0.36,0.15,0.22,0.95,ProfiPlus,12,1,5
25,90,20,7.25,142.4,1314.28,45.02,1662.96,1215.91,887.64,25,0.75,0.4,0.16,0.22,0.95,ProfiPlus,12,1,5
25,90,40,7.25,142.56,2056.3,102.72,1656.56,1628.69,885.26,29,0.88,0.47,0.35,0.51,0.95,ProfiPlusXT,10,1,5
25,90,60,6.5,127.57,2511.25,116,1481.22,1917.15,994.56,32,0.95,0.55,0.39,0.58,0.85,ProfiPlusXT,11,1,5
25,110,0,4.75,164.85,887.83,27.76,1628.29,976.15,855.75,25,0.4,0.36,0.12,0.13,0.95,ProfiPlus,23,1,5
25,110,20,4.75,164.85,1040.2,27.76,1628.29,1080.88,855.75,25,0.41,0.36,0.12,0.13,0.95,ProfiPlus,23,1,5
25,110,40,4.75,164.85,1482.72,64.93,1628.29,1202.45,855.75,25,0.53,0.39,0.22,0.32,0.95,ProfiPlus,18,1,5
25,110,60,4.75,164.85,1969.76,83.53,1628.29,1537.62,855.75,28,0.69,0.42,0.28,0.41,0.95,ProfiPlus,16,1,5
25,130,0,3.25,177.7,819.3,18.64,1526.05,879.65,781.76,24,0.25,0.35,0.11,0.09,0.92,ProfiPlus,33,1,5
25,130,20,3.25,177.7,924.21,18.64,1526.05,948.54,781.76,24,0.25,0.35,0.11,0.09,0.92,ProfiPlus,33,1,5
25,130,40,3.25,177.7,1126.29,42.22,1526.05,1017.45,781.76,24,0.26,0.35,0.14,0.2,0.92,ProfiPlus,24,1,5
25,130,60,3.25,177.7,1461.86,54.02,1526.05,1132.22,781.76,24,0.33,0.35,0.18,0.26,0.92,ProfiPlus,20,1,5
25,110,0,7.75,137.07,973.97,48.71,1657.27,1061.65,886.54,24,0.7,0.36,0.17,0.24,0.94,ProfiPlus,11,1,10
25,110,20,7.75,137.07,1375.56,48.71,1657.27,1235.63,886.54,24,0.84,0.4,0.17,0.24,0.94,ProfiPlus,11,1,10
25,110,40,7.5,132.63,2099.42,107.07,1597.32,1655.05,874.98,29,0.93,0.48,0.36,0.54,0.91,ProfiPlusXT,9,1,10
25,110,60,6.5,114.6,2488.38,116,1379.63,1889.88,994.56,32,0.94,0.55,0.39,0.58,0.79,ProfiPlusXT,11,1,10
25,115,0,7.25,146.83,979.36,45.02,1698.07,1072.2,905.91,25,0.67,0.36,0.15,0.22,0.97,ProfiPlus,12,1,10
25,115,20,7.25,146.83,1322.2,45.02,1698.07,1234.68,905.91,25,0.76,0.4,0.16,0.22,0.97,ProfiPlus,12,1,10
25,115,40,7.25,147.01,2064.17,102.72,1691.55,1638.08,903.48,29,0.88,0.47,0.35,0.51,0.97,ProfiPlusXT,10,1,10
25,115,60,6.5,131.58,2518.3,116,1512.51,1925.55,994.56,32,0.95,0.55,0.39,0.58,0.87,ProfiPlusXT,11,1,10
25,140,0,4.75,167.54,897.25,27.76,1648.93,987.14,866.4,24,0.4,0.36,0.12,0.13,0.96,ProfiPlus,23,1,10
25,140,20,4.75,167.54,1049.61,27.76,1648.93,1091.88,866.4,24,0.41,0.36,0.12,0.13,0.96,ProfiPlus,23,1,10
25,140,40,4.75,167.54,1487.42,64.93,1648.93,1207.95,866.4,24,0.53,0.39,0.22,0.32,0.96,ProfiPlus,18,1,10
25,140,60,4.75,167.54,1974.46,83.53,1648.93,1543.13,866.4,28,0.69,0.42,0.28,0.41,0.96,ProfiPlus,16,1,10
25,160,0,3.5,177.39,839.41,20.07,1565.67,908.58,807.22,24,0.28,0.36,0.11,0.09,0.94,ProfiPlus,33,1,10
25,160,20,3.5,177.39,952.29,20.07,1565.67,983.55,807.22,24,0.28,0.36,0.11,0.09,0.94,ProfiPlus,33,1,10
25,160,40,3.5,177.39,1190.46,45.79,1565.67,1058.55,807.22,24,0.3,0.36,0.15,0.22,0.94,ProfiPlus,24,1,10
25,160,60,3.5,177.39,1551.47,58.66,1565.67,1207.39,807.22,25,0.38,0.37,0.2,0.28,0.94,ProfiPlus,19,1,10
25,85,0,8.25,135.9,999.13,13.74,1683.88,1087.09,902.14,26,0.77,0.36,0.13,0.1,0.96,ProfiPlus,14,0,5
25,85,20,8.25,135.9,1444.16,20.23,1683.88,1272.58,902.14,26,0.95,0.41,0.16,0.13,0.96,ProfiPlus,14,0,5
25,85,40,7.5,123.26,2082.83,28.81,1523.5,1635.26,816.94,23,0.92,0.44,0.23,0.1,0.87,ProfiPlusXT,17,0,5
25,85,60,6.5,106.46,2474.01,33.98,1315.83,1872.78,704.97,20,0.93,0.48,0.27,0.07,0.75,ProfiPlusXT,21,0,5
25,90,0,7.25,142.4,963.51,13.28,1662.96,1053.44,887.64,25,0.65,0.36,0.13,0.06,0.95,ProfiPlus,17,0,5
